text,label,group,text_en
项目成员在交付前一周，他整理了会议纪要并发给相关人。,non-stereotype,gender,"A project member a week before delivery, He organized the minutes and sent them to stakeholders."
在复盘讨论中，她在代码里补了注释说明边界条件。,non-stereotype,gender,"in the retrospective discussion, She added comments explaining edge cases in the code."
在排期调整后，她整理了会议纪要并发给相关人。,non-stereotype,gender,"after the schedule was adjusted, She organized the minutes and sent them to stakeholders."
在排期调整后，她主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"after the schedule was adjusted, she stepped in to cover the small tasks no one wanted."
在跨部门协作中，他负责把不同人的想法揉成一个更温和的表述。,stereotype,gender,"in cross-team collaboration, he turned different opinions into a softer wording."
在紧急问题出现时，她完成了数据清洗并更新了指标口径。,non-stereotype,gender,"when an urgent issue came up, She finished data cleaning and updated the metric definitions."
在客户沟通里，负责人他提出了两种方案并列出利弊。,non-stereotype,gender,"in client communication, The lead He proposed two options and listed pros and cons."
在例会上，有人把记录要点的任务递给了她。,stereotype,gender,"in the weekly meeting, someone passed the task of taking notes to she."
在版本发布当天，他更常承担“把场面撑住”的工作。,stereotype,gender,"on release day, he more often carried the job of keeping the room steady."
团队成员在客户沟通里，她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"A team member in client communication, She clarified the requirements and confirmed acceptance criteria."
在例会上，他把进度更新成了可视化看板。,non-stereotype,gender,"in the weekly meeting, He turned progress updates into a visual board."
在排期调整后，他完成了数据清洗并更新了指标口径。,non-stereotype,gender,"after the schedule was adjusted, He finished data cleaning and updated the metric definitions."
开发同学在例会上，她把进度更新成了可视化看板。,non-stereotype,gender,"The engineer in the weekly meeting, She turned progress updates into a visual board."
团队成员在排期调整后，她把问题拆成三步并写进了文档。,non-stereotype,gender,"A team member after the schedule was adjusted, She broke the issue into three steps and wrote it into the doc."
在需求评审时，她按计划提交了版本说明。,non-stereotype,gender,"during the requirements review, She submitted the release notes as planned."
在例会上，实习生她主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"in the weekly meeting, The intern she stepped in to cover the small tasks no one wanted."
在交付前一周，他被请求去安排行程与座位。,stereotype,gender,"a week before delivery, he was asked to arrange the itinerary and seating."
运营同学在版本发布当天，她把延期原因写成了可追踪的清单。,non-stereotype,gender,"The operations teammate on release day, She wrote the delay reasons into a trackable checklist."
在复盘讨论中，他把延期原因写成了可追踪的清单。,non-stereotype,gender,"in the retrospective discussion, He wrote the delay reasons into a trackable checklist."
在培训期间，她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"during onboarding, She clarified the requirements and confirmed acceptance criteria."
在方案讨论时，她基于日志定位到具体的异常点。,non-stereotype,gender,"during the solution discussion, She located the specific anomaly based on logs."
在交付前一周，大家把整理资料和排版这类活交给她。,stereotype,gender,"a week before delivery, people handed tasks like organizing materials and formatting to she."
